timestamp,scrip_code,company_name,quarter,filename,status,note
2026-03-26T14:48:51.160043,500114,TITAN COMPANY LIMITED,September 2024,,failed,
2026-03-26T14:48:53.049309,500114,TITAN COMPANY LIMITED,June 2024,,failed,
2026-03-26T14:48:54.410433,500114,TITAN COMPANY LIMITED,June 2024,,failed,
2026-03-26T14:48:57.329525,532555,NTPC LTD.,December 2025,,failed,
2026-03-26T14:48:58.506328,532555,NTPC LTD.,September 2025,,failed,
2026-03-26T14:48:59.977794,532555,NTPC LTD.,September 2025,,failed,
2026-03-26T14:49:01.191751,532555,NTPC LTD.,September 2025,,failed,
2026-03-26T14:49:01.929214,532555,NTPC LTD.,September 2025,,failed,
2026-03-26T14:49:02.800656,532555,NTPC LTD.,June 2025,,failed,
2026-03-26T14:49:04.167894,532555,NTPC LTD.,June 2025,,failed,
2026-03-26T14:49:05.050203,532555,NTPC LTD.,June 2025,,failed,
2026-03-26T14:49:05.903361,532555,NTPC LTD.,June 2025,,failed,
2026-03-26T14:49:06.729865,532555,NTPC LTD.,March 2025,,failed,
2026-03-26T14:49:08.358451,532555,NTPC LTD.,March 2025,,failed,
2026-03-26T14:49:10.066227,532555,NTPC LTD.,March 2025,,failed,
2026-03-26T14:49:11.011247,532555,NTPC LTD.,March 2025,,failed,
2026-03-26T14:49:11.740714,532555,NTPC LTD.,March 2025,,failed,
2026-03-26T14:49:12.663031,532555,NTPC LTD.,March 2025,,failed,
2026-03-26T14:49:13.586859,532555,NTPC LTD.,March 2025,,failed,
2026-03-26T14:49:14.512729,532555,NTPC LTD.,March 2025,,failed,
2026-03-26T14:49:15.441057,532555,NTPC LTD.,March 2025,,failed,
2026-03-26T14:49:16.354152,532555,NTPC LTD.,March 2025,,failed,
2026-03-26T14:49:17.259300,532555,NTPC LTD.,March 2025,,failed,
2026-03-26T14:49:18.436560,532555,NTPC LTD.,March 2025,,failed,
2026-03-26T14:49:19.369695,532555,NTPC LTD.,December 2024,,failed,
2026-03-26T14:49:20.639205,532555,NTPC LTD.,December 2024,,failed,
2026-03-26T14:49:21.445182,532555,NTPC LTD.,September 2024,,failed,
2026-03-26T14:49:25.812486,541154,Hindustan Aeronautics Limited,December 2025,,failed,
2026-03-26T14:49:27.249542,541154,Hindustan Aeronautics Limited,September 2025,,failed,
2026-03-26T14:49:28.593278,541154,Hindustan Aeronautics Limited,September 2025,,failed,
2026-03-26T14:49:29.799688,541154,Hindustan Aeronautics Limited,September 2025,,failed,
2026-03-26T14:49:30.753173,541154,Hindustan Aeronautics Limited,September 2025,,failed,
2026-03-26T14:49:31.802136,541154,Hindustan Aeronautics Limited,June 2025,,failed,
2026-03-26T14:49:33.079647,541154,Hindustan Aeronautics Limited,March 2025,,failed,
2026-03-26T14:49:34.249900,541154,Hindustan Aeronautics Limited,December 2024,,failed,
2026-03-26T14:49:35.639329,541154,Hindustan Aeronautics Limited,December 2024,,failed,
2026-03-26T14:49:36.375489,541154,Hindustan Aeronautics Limited,September 2024,,failed,
2026-03-26T14:49:59.376741,532921,ADANI PORTS AND SPECIAL ECONOM,December 2025,,failed,
2026-03-26T14:50:01.060077,532921,ADANI PORTS AND SPECIAL ECONOM,September 2025,,failed,
2026-03-26T14:50:02.234984,532921,ADANI PORTS AND SPECIAL ECONOM,June 2025,,failed,
2026-03-26T14:50:03.543206,532921,ADANI PORTS AND SPECIAL ECONOM,September 2024,,failed,
2026-03-26T14:50:06.218798,532921,ADANI PORTS AND SPECIAL ECONOM,December 2024,,failed,
2026-03-26T14:50:07.129402,532921,ADANI PORTS AND SPECIAL ECONOM,December 2024,,failed,
2026-03-26T14:50:08.384795,532921,ADANI PORTS AND SPECIAL ECONOM,December 2024,,failed,
2026-03-26T14:50:09.250590,532921,ADANI PORTS AND SPECIAL ECONOM,December 2024,,failed,
2026-03-26T14:50:10.183362,532921,ADANI PORTS AND SPECIAL ECONOM,December 2024,,failed,
2026-03-26T14:50:11.116409,532921,ADANI PORTS AND SPECIAL ECONOM,September 2024,,failed,
2026-03-26T14:50:24.381946,500312,OIL AND NATURAL GAS CORPORATIO,December 2025,,failed,
2026-03-26T14:50:25.639172,500312,OIL AND NATURAL GAS CORPORATIO,September 2025,,failed,
2026-03-26T14:50:26.787347,500312,OIL AND NATURAL GAS CORPORATIO,June 2025,,failed,
